"","encuestadora_comisionado","trabajo_campo","muestra","participacion","PSOE","PP","Vox","Unidas Podemos","Cs","Més Compromís","v1x2","last_day","fuente","titular","urlDW"
"1","Demoscopia y Servicios/ESdiario","17–19 Jun 2020",NA,NA,26.5,29.1,19.7,13.8,"6.6","2.9","2.6",2020-06-19,"https://www.esdiario.com/348568448/Sondeo-Esdiario-el-PP-recupera-la-primera-plaza-en-las-Generales.html","""Sondeo ESdiario: el PP recupera la primera plaza en la Comunitat""","<a href= https://en.wikipedia.org/wiki/Sub-national_opinion_polling_for_the_next_Spanish_general_election target=""_blank"" rel=""noreferrer nofollow"" style=""color: black;
                                      text-decoration: underline""> Demoscopia y Servicios/ESdiario </a>"
